trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.2, 'e': 0.22946609376090668}",20,2,7.687108933559443,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.2, 'e': 0.22763768838381274}",25,13,7.388602909754244,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.22582385189647586}",25,0,-31.498267728999945,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
188,False,"{'a': 0.2, 'e': 0.22402446821274175}",25,6,20.99283612902309,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.2, 'e': 0.2222394221714404}",30,16,27.022436656991378,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.2, 'e': 0.22046859952901593}",20,1,9.114005729361628,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.21871188695221475}",20,0,5.914463005577716,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
192,False,"{'a': 0.2, 'e': 0.21696917201083235}",25,0,10.671420756136293,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.2, 'e': 0.21524034317051757}",25,20,11.24263234678245,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.2, 'e': 0.2135252897856346}",25,12,12.251997525832422,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.2, 'e': 0.21182390209218135}",25,12,-4.049596844644032,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.21013607120076472}",30,17,-0.7644292501260157,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.20846168908963153}",30,4,-7.220436042698006,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.2, 'e': 0.20680064859775515}",25,12,19.373439411421995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.2, 'e': 0.20515284341797715}",20,3,26.886144261342857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.2, 'e': 0.20351816809020354}",25,0,25.19477861582699,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.2, 'e': 0.20189651799465538}",25,17,3.70868083468536,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.20028778934517305}",20,0,-46.49708728980838,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
203,False,"{'a': 0.2, 'e': 0.19869187918257386}",20,9,7.683247939201764,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.19710868536806264}",25,17,16.853892517637515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.1955381065766949}",20,0,25.12265274117302,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.2, 'e': 0.19398004229089189}",35,24,19.168075713637965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.19243439279400748}",25,0,-27.337793661636795,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
208,False,"{'a': 0.2, 'e': 0.19090105916394629}",20,12,15.570749818055303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.2, 'e': 0.18937994326683263}",20,15,8.608098923803734,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.2, 'e': 0.18787094775072993}",30,18,17.74321972551547,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.18637397603940997}",20,9,5.612878415907377,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.2, 'e': 0.18488893232617234}",25,17,15.945117345003773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.2, 'e': 0.18341572156771246}",25,4,-75.6205193610108,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 2}",1
214,False,"{'a': 0.2, 'e': 0.18195424947803895}",20,2,27.950140523444944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.18050442252243923}",25,2,30.600313758945717,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.17906614791149322}",25,0,-12.01465497630634,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
217,False,"{'a': 0.2, 'e': 0.17763933359513495}",30,20,16.46800757742001,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.1762238882567611}",20,9,22.58079674401051,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.17481972130738693}",25,20,8.441104129731512,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.2, 'e': 0.17342674287984836}",25,15,8.331692335445954,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.2, 'e': 0.17204486382305054}",20,9,3.4762378102356513,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.17067399569626215}",30,5,31.759784634314517,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.16931405076345518}",30,20,20.34720868829799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.16796494198768974}",20,16,9.117753998341712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.2, 'e': 0.16662658302554365}",25,9,-91.26349093178537,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
226,False,"{'a': 0.2, 'e': 0.16529888822158653}",20,7,-19.424727888367418,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.16398177260289773}",25,8,14.255336401598798,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.16267515187362808}",25,8,15.459845918882433,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.2, 'e': 0.16137894240960493}",20,1,24.57413577232901,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.1600930612529801}",25,20,9.133414248024643,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.15881742610692068}",35,12,30.083293719805535,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.2, 'e': 0.15755195533034191}",20,9,20.664149371938677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.15629656793268212}",20,15,8.631668942181285,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.15505118356871936}",25,12,-1.9508167319599812,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.15381572253342926}",30,18,23.353549630053493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.2, 'e': 0.15259010575688386}",35,26,8.353275742189613,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.2, 'e': 0.1513742547991911}",20,3,0.7448500879199766,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.15016809184547464}",20,8,6.002092619058956,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.1489715397008938}",20,0,19.93101303911138,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.14778452178570287}",20,11,16.79544670972517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.14660696213035015}",30,14,7.62632633446046,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.1454387853706157}",20,12,12.374281666026407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.14427991674278817}",35,6,29.35949512135757,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.14313028207887982}",20,12,2.320793047607882,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.14198980780187978}",25,13,1.7806438868798595,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.140858420921045}",25,2,-46.7413862960332,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
247,False,"{'a': 0.2, 'e': 0.13973604902722894}",20,9,2.2408796391049264,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.13862262028824732}",25,16,7.962355121228255,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.13751806344428075}",20,16,8.503436645042829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.13642230780331424}",20,16,8.727566360516423,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.1353352832366127}",25,11,28.183195740322205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.13425692017423285}",30,10,-60.49612980077074,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
253,False,"{'a': 0.2, 'e': 0.1331871496005706}",25,0,1.981045277456277,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
254,False,"{'a': 0.2, 'e': 0.1321259030499441}",25,12,12.281718855361085,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.13107311260221188}",25,20,11.16072211572293,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.1300287108784259}",20,2,-7.3239674326887805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.2, 'e': 0.1289926310365194}",20,9,9.46277288400032,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.1279648067670288}",20,5,2.77824058324605,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.12694517228885002}",25,0,-5.9690115040624985,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
260,False,"{'a': 0.2, 'e': 0.12593366234502845}",25,14,22.077824776061796,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.12493021219858241}",25,13,-13.475495865176493,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.12393475762836002}",30,23,10.951829742867261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.122947234924929}",20,9,20.914598510652812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.12196758088649925}",20,6,19.453120864398144,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.12099573281487792}",30,15,16.180088771043053,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.12003162851145673}",20,11,-26.92346179737852,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.2, 'e': 0.11907520627323114}",25,18,9.680908807993031,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.11812640488885146}",20,14,8.516304487175464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.11718516363470523}",20,4,24.087614413822795,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.11625142227103091}",20,8,22.30335716080262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.11532512103806251}",20,6,25.7505763566795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.11440620065220493}",30,1,15.010654526415719,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.11349460230223983}",20,10,15.59036426944224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.11259026764556165}",25,8,19.11205702346852,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.11169313880444368}",30,21,4.4501676778416925,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.11080315836233387}",35,20,22.370250156459694,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.10992026936018012}",20,5,16.01516417973163,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.2, 'e': 0.10904441529278498}",20,10,4.7446042022068555,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.10817554010518914}",30,10,35.655909633606456,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.10731358818908403}",30,21,9.996208426161248,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.1064585043792528}",20,13,12.51410724536543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.10561023395003975}",20,7,22.915185119106102,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.10476872261184789}",30,20,16.87319656022838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.10393391650766431}",25,5,-52.19633471703037,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
285,False,"{'a': 0.2, 'e': 0.10310576220961341}",25,5,38.112137634057575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.10228420671553744}",30,11,27.30473561591713,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.10146919744560434}",20,6,11.068660008866996,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.10066068223894266}",25,16,17.467745098771662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.09985860935030318}",20,3,32.79321008526358,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.2, 'e': 0.09906292744674731}",20,5,27.091580344298528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.09827358560436154}",20,7,21.966395883517126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.09749053330499859}",20,7,21.289206977550798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.09671372043304398}",30,18,12.424695876014063,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.09594309727220877}",20,13,15.322601714851954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.09517861450234763}",20,16,9.250393035743055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.09442022319630235}",25,5,29.7708782933416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.09366787481677047}",20,8,24.445257849673666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.0929215212131989}",20,10,18.458762132273208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.09218111461870225}",20,8,-4.509778353902697,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.09144660764700575}",20,8,-8.802384999341141,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.09071795328941251}",30,13,16.49035247755938,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.08999510491179491}",25,13,17.798567624892545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.08927801625161007}",25,8,30.588106623712804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.08856664141493896}",20,4,23.70411072634509,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.0878609348735492}",20,4,-18.128915087900666,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.2, 'e': 0.0871608514619813}",25,6,-5.912073972216021,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.2, 'e': 0.08646634637465792}",25,5,33.18949137880124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.08577737516301644}",30,8,23.50515696647504,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.08509389373266411}",25,7,12.536100112885041,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.08441585834055614}",25,7,-4.458774140247184,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.08374322559219596}",25,17,12.234155822990338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.0830759524388581}",30,8,20.545586224792856,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.08241399617483297}",25,19,11.796426391919825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.08175731443469375}",30,10,32.21100939509567,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.0811058651905849}",25,15,13.453435303748067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.08045960674953244}",35,17,38.67684214998217,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.07981849775077554}",30,12,21.575350024650948,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.07918249716311948}",20,9,22.236226504208204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.07855156428230954}",20,11,16.955170918746198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.077925658728426}",20,8,23.19980495855508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.07730474044329974}",30,9,1.368795282219366,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.0766887696879486}",35,24,8.581825554057973,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.07607770704003398}",30,0,54.587232556094364,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,False,"{'a': 0.2, 'e': 0.07547151339133784}",30,11,30.659185512361503,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.07487014994525974}",20,13,13.05060647339189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.07427357821433388}",25,14,18.717728843886096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.07368176001776583}",20,7,24.389436908133128,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.07309465747898901}",20,16,7.929422508203541,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.07251223302324053}",20,8,20.730368611644995,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.07193444937515645}",20,13,15.331113242705204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.07136126955638605}",20,16,9.76360227772227,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.0707926568832253}",25,4,36.06159929328156,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.07022857496426901}",25,14,21.301073668487803,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.06966898769808184}",30,21,14.822174951232254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.06911385927088774}",30,23,15.707539544989658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.06856315415427791}",25,1,23.033933983206964,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.06801683710293688}",25,2,-7.418254188554197,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.2, 'e': 0.0674748731523869}",20,5,27.4231386373976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.06693722761675015}",20,0,28.12780135950735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.2, 'e': 0.06640386608652883}",30,18,19.59272242399191,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.06587475442640295}",30,18,11.174855271413568,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.06534985877304565}",30,12,-9.611984856136095,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
343,False,"{'a': 0.2, 'e': 0.06482914553295596}",25,13,20.089795136657923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.06431258138030878}",20,11,14.891197379912718,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.063800133254822}",30,19,21.49594579493285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.0632917683596407}",20,15,10.330740614683986,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.06278745415923806}",30,11,33.323894526641396,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.0622871583773331}",30,19,20.23487757308746,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.2, 'e': 0.061790848994825016}",20,11,14.946225968163308,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.061298494247743925}",25,14,22.035385426492834,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.06081006262521795}",25,0,39.98999924270294,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.2, 'e': 0.06032552286745654}",25,8,22.429004190634743,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.059844843963749825}",25,10,-11.86407220216379,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
354,False,"{'a': 0.2, 'e': 0.05936799515048385}",20,3,20.84159348725027,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.05889494590917182}",20,0,25.709665881986506,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.05842566596450083}",30,5,40.82746438094766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.057960125282394234}",25,13,24.141747858602024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.057498294068089484}",20,3,34.9480512307314,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.057040142764231215}",30,12,-16.56014520957223,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
360,False,"{'a': 0.2, 'e': 0.056585642048979604}",30,10,21.81340033349443,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.056134762834133725}",25,11,28.189583212271955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.05568747626326995}",20,12,15.116654357238337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.055243753709895045}",20,6,-12.529795644279833,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.2, 'e': 0.054803566775614154}",30,8,17.472583942259686,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.05436688728831322}",20,7,11.766284289006618,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.05393368730035602}",20,3,27.088834872096395,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.05350393908679544}",25,11,16.542492547207136,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.2, 'e': 0.053077615143599134}",30,12,8.724231387215355,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
369,False,"{'a': 0.2, 'e': 0.05265468818588921}",20,11,16.004150248037504,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
